Market Options 6 7 2020,,,,,,,
Symbol,Company Name,Last,Volume,Trades,Exercise Price,% Chg. (Close),+/- Chg. (Close)
ASXYG9,ASX        AUG-20P80,0.85,5,1,80,-55.263,-1.05
XJOVI8,S&P/ASX200 JUL-20C61,14,76,10,6125,-56.25,-18
XJOSO8,S&P/ASX200 JUL-20P58,7,15,1,5825,-56.25,-9
WBCUL9,WESTPAC    JUL-20C19,0.06,50,1,19.5,-57.143,-0.08
BHPC58,BHP GROUP  JUL-20P35,0.15,150,2,35,-57.143,-0.2
CBAIZ7,CWLTH BANK JUL-20P68,0.06,315,5,68,-57.143,-0.08
CSLFQ9,CSL        AUG-20P26,3.75,12,3,260,-57.386,-5.05
MQGWT9,MACQ GROUP JUL-20P11,0.525,3,1,116.01,-58,-0.725
RIOY97,RIO TINTO  SEP-20C10,2.3,15,1,101.15,-58.182,-3.2
BHPD97,BHP GROUP  JUL-20P34,0.2,10,1,34.01,-58.333,-0.28
WBCQL9,WESTPAC    JUL-20P17,0.06,50,1,17.01,-58.621,-0.085
MQGNU7,MACQ GROUP JUL-20P12,1.6,260,8,122,-60.199,-2.42
CWNS77,CROWN      JUL-20P87,0.085,29,1,8.75,-60.465,-0.13
CBA4F7,CWLTH BANK AUG-20P62,0.54,16,1,62,-60.87,-0.84
OZLZX9,OZMINER    AUG-20P10,0.14,70,1,10.25,-61.111,-0.22
CBA2X9,CWLTH BANK AUG-20P60,0.38,20,1,60,-61.224,-0.6
CBAJ27,CWLTH BANK JUL-20P69,0.11,242,3,69,-61.404,-0.175
BHPCF8,BHP GROUP  JUL-20C36,0.12,80,3,36.5,-61.905,-0.195
TWEV77,TREA WINE  JUL-20P97,0.04,50,1,9.75,-61.905,-0.065
QANM17,QANTAS     JUL-20C38,0.095,260,3,3.8,-62,-0.155
MQGVM7,MACQ GROUP AUG-20P98,0.44,10,1,98,-62.393,-0.73
CBAIX7,CWLTH BANK JUL-20P67,0.03,200,4,67,-62.5,-0.05
SGPSB9,STOCKLAND. AUG-20C39,0.075,10,1,3.9,-62.5,-0.125
WPLJY7,WOODSIDE   JUL-20P21,0.32,50,1,21.01,-62.791,-0.54
RIOUF7,RIO TINTO  JUL-20C10,0.4,2,1,100,-62.963,-0.68
WBCJP9,WESTPAC    DEC-20P18,1.47,20,1,18,-63.704,-2.58
AMCB48,AMCOR PLC  AUG-20P14,0.21,50,2,14,-63.793,-0.37
CBAJ67,CWLTH BANK JUL-20P70,0.19,81,3,70,-64.486,-0.345
CBA1J7,CWLTH BANK JUL-20P66,0.195,10,1,66,-65.179,-0.365
CSLG78,CSL        JUL-20P27,1.28,2,1,274.01,-65.405,-2.42
CBAYG9,CWLTH BANK AUG-20P69,1.86,2,1,69,-65.556,-3.54
BSLGK7,BLUESCOPE  AUG-20C12,0.17,200,1,12.25,-66,-0.33
FMGZQ8,FORTESCUE  JUL-20P13,0.095,15,1,13.26,-66.071,-0.185
SUNYU9,SUNCORP    SEP-20C10,0.135,375,1,10.44,-66.25,-0.265
TLS1U8,TELSTRA    JUL-20P30,0.01,350,3,3.07,-66.667,-0.02
WESR19,WESFARMER  JUL-20P43,0.15,13,1,43.51,-66.667,-0.3
WESMR8,WESFARMER  JUL-20P43,0.14,1,1,43.5,-66.667,-0.28
XJOQS8,S&P/ASX200 JUL-20P56,2,10,2,5600,-66.667,-4
BHPFL7,BHP GROUP  JUL-20C39,0.02,120,2,39,-66.667,-0.04
XJOVL8,S&P/ASX200 JUL-20P61,105,10,2,6150,-66.981,-213
BSLG87,BLUESCOPE  AUG-20C12,0.22,200,1,12,-67.164,-0.45
LLC3Z9,LEND LEASE SEP-20C14,0.485,1990,3,14,-67.23,-0.995
CBAYC9,CWLTH BANK AUG-20P67,1.43,450,5,67,-67.937,-3.03
COLZA8,COLESGROUP JUL-20P17,0.125,59,1,17,-67.949,-0.265
APT8M9,AFTERPAY   JUL-20P56,0.4,25,1,56,-68.992,-0.89
NCMNV7,NEWCREST   SEP-20P30,1.28,4,1,30.01,-70.575,-3.07
BHPUJ8,BHP GROUP  SEP-20C40,0.34,1575,8,40,-72.016,-0.875
AMCY97,AMCOR PLC  JUL-20P14,0.15,2,1,14.75,-72.222,-0.39
WTCRN7,WISETECH   JUL-20C23,0.21,115,5,23.5,-72.903,-0.565
ASXV29,ASX        JUL-20P85,0.415,2,1,85,-73.052,-1.125
ASXUX9,ASX        JUL-20P83,0.155,2,1,83,-73.276,-0.425
WOWKU9,WOOLWORTHS SEP-20C39,0.875,10,1,39,-73.565,-2.435
FMGS69,FORTESCUE  AUG-20C16,0.15,7,1,16,-74.359,-0.435
QANMD7,QANTAS     AUG-20C39,0.22,20,1,3.9,-74.713,-0.65
NABTQ7,NAT. BANK  JUL-20P17,0.025,10,1,17.5,-75,-0.075
ANZ1Q7,ANZ BANK   DEC-20P80,0.05,50,1,8,-75,-0.15
ORG6K7,ORIGIN ENE SEP-20P65,0.745,37,1,6.5,-75.167,-2.255
XJOFM7,S&P/ASX200 JUL-20P58,35,50,3,5825,-75.862,-110
XJOZW8,S&P/ASX200 JUL-20P49,3,7,2,4900,-76.923,-10
CBAW49,CWLTH BANK JUL-20P71,0.88,197,6,71,-77.261,-2.99
BSLXN9,BLUESCOPE  SEP-20C11,0.43,200,1,11.75,-77.546,-1.485
WBCMQ9,WESTPAC    JUL-20P17,0.03,10,1,17.5,-77.778,-0.105
MQGP79,MACQ GROUP JUL-20P11,0.27,110,2,112.01,-78.049,-0.96
VUKPQ8,V MONEY UK JUL-20C19,0.03,6,1,1.9,-78.571,-0.11
BHPRV7,BHP GROUP  AUG-20P31,0.325,50,1,31.5,-81.214,-1.405
BOQGO8,BANK QLD   SEP-20P55,0.17,10,1,5.5,-82.105,-0.78
OZLXB9,OZMINER    JUL-20P10,0.02,100,1,10.25,-83.333,-0.1
RIOUH7,RIO TINTO  JUL-20C10,0.18,55,4,102,-83.636,-0.92
SCG8N8,SCENTRE    JUL-20P20,0.01,40,1,2,-84.615,-0.055
AMP9H9,AMP        JUL-20P19,0.11,20,1,1.9,-84.722,-0.61
RIOV38,RIO TINTO  JUL-20C10,0.09,307,5,100,-85,-0.51
WESUL8,WESFARMER  SEP-20P40,0.7,4,1,40.78,-85.371,-4.085
XJOBH9,S&P/ASX200 JUL-20P51,3,10,1,5150,-85.714,-18
XJOFQ8,S&P/ASX200 JUL-20P54,7,5,1,5450,-86,-43
AMCYB7,AMCOR PLC  JUL-20P15,0.18,20,1,15,-86.154,-1.12
BSLEX7,BLUESCOPE  JUL-20C11,0.22,300,1,11,-86.25,-1.38
MQGVM9,MACQ GROUP JUL-20P12,1.1,10,1,120.01,-88.945,-8.85
MQGR17,MACQ GROUP JUL-20P10,0.14,80,2,108,-89.818,-1.235
JHX7N9,J HARDIE   JUL-20P22,0.03,10,1,22,-90,-0.27
NABTZ7,NAT. BANK  JUL-20C20,0.02,300,1,20,-90.476,-0.19
WESQY7,WESFARMER  SEP-20P37,0.33,3,1,37.87,-91.316,-3.47
SCG0J8,SCENTRE    JUL-20C26,0.005,40,1,2.6,-91.667,-0.055
AZJLX9,AURIZON    JUL-20P45,0.001,4135,16,4.5,-99.167,-0.119
